Job_ID,Job_Title,Company,Company_Type,Industry,City,Location_Tier,Experience_Level,Job_Type,Work_Mode,Salary_LPA,Skills_Required,Education_Required,Openings,Applicants,Company_Rating,Date_Posted
IND2035015,Compliance Engineer,Amazon,MNC,HealthTech,Hyderabad,Tier 1,Fresher (0-1 yr),Full-Time,On-Site,6.7,"RBI Guidelines (India), Stakeholder Communication, SOC 2, Security Frameworks, Audit Management, ISO 27001, JIRA",MBA,20,1591,3.7,2025-04-17
IND2035016,Compliance Engineer,PhonePe,Indian Unicorn,Banking & Finance,Kolkata,Tier 2,Mid (3-6 yrs),Full-Time,Remote,29.4,"Policy Documentation, JIRA, Python (basic), ISO 27001, Audit Management",MCA,17,1331,3.8,2025-08-23
IND2035017,Compliance Engineer,BYJU's,Indian Unicorn,Banking & Finance,Nagpur,Tier 2,Junior (1-3 yrs),Full-Time,Remote,6.4,"SOC 2, Risk Assessment, Security Frameworks, PCI-DSS, Policy Documentation, Excel, Python (basic)",MBA,15,1348,2.9,2024-12-15
IND2035018,Compliance Engineer,Freshworks,Startup,FinTech,Coimbatore,Tier 2,Mid (3-6 yrs),Full-Time,On-Site,33.4,"RBI Guidelines (India), SOC 2, Risk Assessment, Security Frameworks, GDPR, Python (basic)",MCA,12,46,3.0,2024-10-26
IND2035019,Compliance Engineer,DRDO,PSU/Govt,HealthTech,Jaipur,Tier 2,Fresher (0-1 yr),Full-Time,On-Site,4.6,"Python (basic), PCI-DSS, ISO 27001, Stakeholder Communication, RBI Guidelines (India)",B.Com + Certification,12,1529,4.0,2026-04-21
IND2035020,Compliance Engineer,BHEL,PSU/Govt,FinTech,Kochi,Tier 2,Senior (6-10 yrs),Contract,Hybrid,52.1,"Excel, Risk Assessment, Security Frameworks, GDPR, Policy Documentation, JIRA, Vendor Risk Management",MCA,3,2149,4.2,2025-08-03
IND2035021,Compliance Engineer,Indian Railways IT,PSU/Govt,Banking & Finance,Ahmedabad,Tier 2,Senior (6-10 yrs),Internship,On-Site,60.8,"Vendor Risk Management, Security Frameworks, Python (basic), PCI-DSS, SOC 2, ISO 27001",MBA,4,1465,3.9,2025-12-14
IND2035022,Compliance Engineer,NIC,PSU/Govt,FinTech,Bangalore,Tier 1,Fresher (0-1 yr),Part-Time,Hybrid,3.3,"Python (basic), GDPR, Vendor Risk Management, Security Frameworks, JIRA, RBI Guidelines (India)",MBA,7,387,2.5,2024-11-26
IND2035023,Compliance Engineer,Groww,Indian Unicorn,FinTech,Remote,Remote,Lead (10+ yrs),Full-Time,Hybrid,61.5,"ISO 27001, SOC 2, GDPR, Audit Management",B.Com + Certification,5,117,4.2,2025-08-17
IND2035024,Compliance Engineer,Postman,Startup,HealthTech,Kolkata,Tier 2,Mid (3-6 yrs),Full-Time,Hybrid,34.6,"RBI Guidelines (India), Excel, Vendor Risk Management, PCI-DSS, Security Frameworks, SOC 2",MBA,14,1346,3.3,2024-12-16
IND2035025,Compliance Engineer,BSNL,PSU/Govt,HealthTech,Pune,Tier 1,Lead (10+ yrs),Full-Time,Hybrid,88.4,"Stakeholder Communication, JIRA, SOC 2, Security Frameworks, Excel",B.Com + Certification,13,1546,4.1,2025-04-11
IND2035026,Compliance Engineer,Cognizant,MNC,Banking & Finance,Kochi,Tier 2,Junior (1-3 yrs),Full-Time,On-Site,14.1,"Stakeholder Communication, PCI-DSS, Risk Assessment, SOC 2, Python (basic), Vendor Risk Management, GDPR",MCA,18,1676,2.8,2025-06-18
IND2035027,Compliance Engineer,Tech Mahindra,MNC,Government/PSU,Pune,Tier 1,Senior (6-10 yrs),Full-Time,Remote,43.2,"PCI-DSS, Excel, Security Frameworks, Python (basic), Audit Management, RBI Guidelines (India), Risk Assessment",MCA,1,1381,3.8,2025-06-15
IND2035028,Compliance Engineer,DRDO,PSU/Govt,HealthTech,Lucknow,Tier 2,Fresher (0-1 yr),Full-Time,Remote,7.8,"Audit Management, Risk Assessment, GDPR, Vendor Risk Management",B.Tech/B.E.,5,342,3.2,2026-02-07
IND2035029,Compliance Engineer,Microsoft,MNC,Government/PSU,Jaipur,Tier 2,Fresher (0-1 yr),Part-Time,On-Site,4.9,"Audit Management, GDPR, Stakeholder Communication, PCI-DSS, Excel",B.Tech/B.E.,11,1868,3.7,2026-03-05
IND2035030,Compliance Engineer,ONGC,PSU/Govt,Banking & Finance,Hyderabad,Tier 1,Junior (1-3 yrs),Contract,Remote,7.9,"Stakeholder Communication, Audit Management, Risk Assessment, SOC 2, Policy Documentation, RBI Guidelines (India), ISO 27001",B.Tech/B.E.,3,225,3.7,2025-03-10
IND2035031,Compliance Engineer,Tech Mahindra,MNC,FinTech,Bhubaneswar,Tier 2,Fresher (0-1 yr),Full-Time,Hybrid,3.5,"JIRA, Policy Documentation, Security Frameworks, GDPR, PCI-DSS, ISO 27001, Vendor Risk Management",B.Tech/B.E.,3,1366,3.6,2024-08-20
IND2035032,Compliance Engineer,Zepto,Indian Unicorn,Banking & Finance,Indore,Tier 2,Mid (3-6 yrs),Full-Time,On-Site,16.4,"SOC 2, Policy Documentation, GDPR, Vendor Risk Management, Audit Management, PCI-DSS",B.Com + Certification,13,19,3.0,2026-03-21
IND2035033,Compliance Engineer,HAL,PSU/Govt,Banking & Finance,Indore,Tier 2,Senior (6-10 yrs),Full-Time,On-Site,59.9,"RBI Guidelines (India), Audit Management, ISO 27001, Policy Documentation, Security Frameworks, PCI-DSS",B.Tech/B.E.,11,2185,3.2,2025-01-06
IND2035034,Compliance Engineer,Capgemini,MNC,FinTech,Chandigarh,Tier 2,Lead (10+ yrs),Full-Time,Remote,51.1,"Stakeholder Communication, Python (basic), Policy Documentation, GDPR, RBI Guidelines (India)",MCA,16,1471,3.8,2025-08-03
IND2035035,Compliance Engineer,Google,MNC,Government/PSU,Hyderabad,Tier 1,Senior (6-10 yrs),Full-Time,On-Site,31.8,"Vendor Risk Management, Excel, Python (basic), Policy Documentation",B.Tech/B.E.,12,258,3.3,2025-03-25
IND2035036,Compliance Engineer,BYJU's,Indian Unicorn,Banking & Finance,Kochi,Tier 2,Senior (6-10 yrs),Full-Time,Hybrid,59.4,"JIRA, GDPR, RBI Guidelines (India), Vendor Risk Management, SOC 2, Stakeholder Communication, Excel",B.Tech/B.E.,9,2373,2.8,2025-07-19
IND2035037,Compliance Engineer,Capgemini,MNC,Banking & Finance,Chennai,Tier 1,Senior (6-10 yrs),Full-Time,Remote,55.2,"RBI Guidelines (India), Risk Assessment, Excel, Vendor Risk Management, GDPR, JIRA",MCA,1,1228,3.9,2025-01-11
IND2035038,Compliance Engineer,Darwinbox,Startup,FinTech,Chennai,Tier 1,Senior (6-10 yrs),Full-Time,On-Site,67.3,"ISO 27001, Risk Assessment, SOC 2, GDPR, Excel, Python (basic), PCI-DSS",B.Com + Certification,10,2087,3.4,2024-11-19
IND2035039,Compliance Engineer,Google,MNC,Banking & Finance,Chandigarh,Tier 2,Mid (3-6 yrs),Full-Time,Hybrid,33.5,"Audit Management, SOC 2, Excel, Vendor Risk Management, GDPR, JIRA, PCI-DSS",MCA,4,36,2.6,2025-01-08
IND2035040,Compliance Engineer,Zomato,Indian Unicorn,Government/PSU,Indore,Tier 2,Lead (10+ yrs),Full-Time,Remote,62.1,"Security Frameworks, SOC 2, PCI-DSS, Python (basic), ISO 27001",MCA,8,79,3.8,2025-04-19
IND2035041,Compliance Engineer,DRDO,PSU/Govt,FinTech,Nagpur,Tier 2,Fresher (0-1 yr),Contract,Hybrid,3.1,"Security Frameworks, PCI-DSS, ISO 27001, JIRA",B.Com + Certification,8,1971,3.6,2025-01-19
IND2035042,Compliance Engineer,Razorpay,Startup,FinTech,Ahmedabad,Tier 2,Fresher (0-1 yr),Full-Time,On-Site,6.1,"RBI Guidelines (India), Audit Management, Policy Documentation, Excel, Risk Assessment, GDPR, ISO 27001",B.Com + Certification,12,666,2.7,2025-09-26
IND2035043,Compliance Engineer,Amazon,MNC,Banking & Finance,Kolkata,Tier 2,Lead (10+ yrs),Internship,Remote,59.3,"JIRA, Stakeholder Communication, Security Frameworks, Vendor Risk Management, GDPR, Audit Management, RBI Guidelines (India)",MCA,13,768,4.3,2026-02-11
IND2035044,Compliance Engineer,Razorpay,Startup,FinTech,Jaipur,Tier 2,Fresher (0-1 yr),Full-Time,Hybrid,5.3,"ISO 27001, Excel, RBI Guidelines (India), Vendor Risk Management, Risk Assessment",B.Tech/B.E.,9,1419,3.1,2025-08-16
IND2035045,Compliance Engineer,Postman,Startup,FinTech,Nagpur,Tier 2,Senior (6-10 yrs),Full-Time,Hybrid,30.4,"Stakeholder Communication, GDPR, Policy Documentation, Security Frameworks, JIRA, SOC 2",B.Tech/B.E.,14,57,3.8,2025-02-03
IND2035046,Compliance Engineer,Keka,Startup,FinTech,Mumbai,Tier 1,Fresher (0-1 yr),Full-Time,On-Site,6.2,"Python (basic), Vendor Risk Management, SOC 2, Risk Assessment",MCA,6,2332,3.6,2025-05-29
IND2035047,Compliance Engineer,Groww,Indian Unicorn,FinTech,Pune,Tier 1,Senior (6-10 yrs),Full-Time,On-Site,35.4,"Policy Documentation, ISO 27001, Risk Assessment, GDPR, PCI-DSS, Vendor Risk Management, Excel",B.Tech/B.E.,3,1621,2.5,2025-01-30
IND2035048,Compliance Engineer,DRDO,PSU/Govt,HealthTech,Delhi,Tier 1,Mid (3-6 yrs),Internship,On-Site,32.6,"Stakeholder Communication, Python (basic), Risk Assessment, Policy Documentation, RBI Guidelines (India), GDPR",MBA,15,1636,4.3,2025-08-15
IND2035049,Compliance Engineer,Slice,Indian Unicorn,FinTech,Hyderabad,Tier 1,Junior (1-3 yrs),Full-Time,Remote,17.5,"RBI Guidelines (India), JIRA, Security Frameworks, SOC 2, ISO 27001",MBA,5,2360,3.8,2026-02-22
IND2035050,Compliance Engineer,BSNL,PSU/Govt,Banking & Finance,Kolkata,Tier 2,Lead (10+ yrs),Full-Time,Hybrid,61.8,"PCI-DSS, ISO 27001, Security Frameworks, Risk Assessment, Stakeholder Communication, Python (basic)",MCA,17,551,3.1,2024-08-16
IND2035051,Compliance Engineer,Leadsquared,Startup,FinTech,Ahmedabad,Tier 2,Lead (10+ yrs),Full-Time,Hybrid,103.5,"Policy Documentation, Security Frameworks, Python (basic), GDPR, JIRA",B.Com + Certification,18,690,3.0,2024-10-18
IND2035052,Compliance Engineer,Groww,Indian Unicorn,Banking & Finance,Pune,Tier 1,Fresher (0-1 yr),Full-Time,On-Site,4.4,"Excel, RBI Guidelines (India), Stakeholder Communication, Security Frameworks, Risk Assessment",MCA,2,1462,2.7,2024-10-15
IND2035053,Compliance Engineer,HAL,PSU/Govt,Banking & Finance,Bangalore,Tier 1,Junior (1-3 yrs),Part-Time,Hybrid,11.8,"PCI-DSS, Vendor Risk Management, Policy Documentation, Risk Assessment, GDPR, Python (basic), Stakeholder Communication",B.Tech/B.E.,15,1004,4.0,2025-12-28
IND2035054,Compliance Engineer,Hasura,Startup,Government/PSU,Delhi,Tier 1,Fresher (0-1 yr),Full-Time,Hybrid,6.3,"JIRA, Python (basic), Excel, SOC 2, RBI Guidelines (India)",MBA,13,1548,2.5,2024-10-09
IND2035055,Compliance Engineer,Razorpay,Startup,HealthTech,Hyderabad,Tier 1,Junior (1-3 yrs),Full-Time,Hybrid,9.5,"PCI-DSS, JIRA, Security Frameworks, Stakeholder Communication, Vendor Risk Management",B.Tech/B.E.,13,2264,3.1,2025-05-28
IND2035056,Compliance Engineer,Google,MNC,Government/PSU,Coimbatore,Tier 2,Fresher (0-1 yr),Full-Time,On-Site,5.9,"Audit Management, RBI Guidelines (India), SOC 2, Excel, PCI-DSS, GDPR",MBA,15,198,2.8,2025-12-02
IND2035057,Compliance Engineer,Dream11,Indian Unicorn,Government/PSU,Coimbatore,Tier 2,Lead (10+ yrs),Full-Time,Remote,111.3,"SOC 2, JIRA, Stakeholder Communication, RBI Guidelines (India), PCI-DSS",B.Tech/B.E.,15,2102,2.8,2025-07-18
IND2035058,Compliance Engineer,Swiggy,Indian Unicorn,Government/PSU,Mumbai,Tier 1,Lead (10+ yrs),Full-Time,On-Site,95.6,"JIRA, Risk Assessment, Vendor Risk Management, PCI-DSS, RBI Guidelines (India), Stakeholder Communication",MBA,12,88,3.0,2025-09-04
IND2035059,Compliance Engineer,Browserstack,Startup,HealthTech,Kochi,Tier 2,Lead (10+ yrs),Contract,Remote,103.3,"JIRA, SOC 2, Vendor Risk Management, Risk Assessment, PCI-DSS",MCA,10,1224,3.0,2025-06-22
IND2035060,Compliance Engineer,Zepto,Indian Unicorn,HealthTech,Kochi,Tier 2,Lead (10+ yrs),Internship,Remote,85.3,"Policy Documentation, RBI Guidelines (India), Risk Assessment, Stakeholder Communication, GDPR",B.Com + Certification,15,683,3.4,2025-12-24
IND2035061,Compliance Engineer,Accenture,MNC,Government/PSU,Coimbatore,Tier 2,Lead (10+ yrs),Full-Time,Hybrid,61.6,"JIRA, Risk Assessment, Excel, GDPR, Vendor Risk Management, ISO 27001, Policy Documentation",MBA,16,1121,2.6,2026-02-01
IND2035062,Compliance Engineer,Google,MNC,HealthTech,Lucknow,Tier 2,Mid (3-6 yrs),Full-Time,On-Site,31.6,"Policy Documentation, SOC 2, Vendor Risk Management, RBI Guidelines (India), Security Frameworks, ISO 27001, GDPR",B.Tech/B.E.,5,2179,4.2,2025-11-13
IND2035063,Compliance Engineer,Darwinbox,Startup,HealthTech,Chennai,Tier 1,Fresher (0-1 yr),Full-Time,Remote,5.0,"Vendor Risk Management, GDPR, SOC 2, Security Frameworks, RBI Guidelines (India), Excel, ISO 27001",MBA,13,743,2.7,2025-05-19
IND2035064,Compliance Engineer,Spinny,Indian Unicorn,HealthTech,Lucknow,Tier 2,Senior (6-10 yrs),Full-Time,Remote,48.3,"ISO 27001, Audit Management, GDPR, Stakeholder Communication, Excel",MBA,7,17,2.7,2026-03-18
IND2035065,Compliance Engineer,HCL Technologies,MNC,HealthTech,Indore,Tier 2,Senior (6-10 yrs),Full-Time,Hybrid,37.8,"Policy Documentation, Risk Assessment, ISO 27001, SOC 2",MCA,6,1340,3.5,2026-02-17
IND2035066,Compliance Engineer,Nykaa,Indian Unicorn,Banking & Finance,Hyderabad,Tier 1,Junior (1-3 yrs),Full-Time,Remote,17.6,"Audit Management, Stakeholder Communication, PCI-DSS, Security Frameworks, Risk Assessment",MCA,10,1156,2.9,2026-01-14
IND2035067,Compliance Engineer,Browserstack,Startup,FinTech,Kochi,Tier 2,Senior (6-10 yrs),Full-Time,Hybrid,35.4,"Excel, GDPR, Policy Documentation, RBI Guidelines (India)",MBA,10,1091,3.2,2026-03-31
IND2035068,Compliance Engineer,Niyo,Startup,Banking & Finance,Remote,Remote,Fresher (0-1 yr),Part-Time,On-Site,5.1,"PCI-DSS, SOC 2, Risk Assessment, Audit Management",B.Com + Certification,9,723,3.4,2024-12-16
IND2035069,Compliance Engineer,BSNL,PSU/Govt,Government/PSU,Mumbai,Tier 1,Mid (3-6 yrs),Full-Time,Hybrid,34.2,"Policy Documentation, Audit Management, Python (basic), RBI Guidelines (India), Stakeholder Communication, Vendor Risk Management, PCI-DSS",B.Tech/B.E.,2,1948,2.7,2025-10-07
IND2035070,Compliance Engineer,Zoho,Startup,Banking & Finance,Indore,Tier 2,Mid (3-6 yrs),Full-Time,Remote,32.8,"Security Frameworks, Stakeholder Communication, RBI Guidelines (India), Excel, PCI-DSS, SOC 2",MCA,10,1589,3.7,2025-12-10
IND2035071,Compliance Engineer,Postman,Startup,HealthTech,Nagpur,Tier 2,Junior (1-3 yrs),Part-Time,On-Site,15.3,"RBI Guidelines (India), Vendor Risk Management, ISO 27001, GDPR",MCA,2,1428,2.8,2025-08-02
IND2035072,Compliance Engineer,HAL,PSU/Govt,HealthTech,Chandigarh,Tier 2,Lead (10+ yrs),Full-Time,Remote,110.4,"Audit Management, GDPR, JIRA, Stakeholder Communication, Excel",B.Com + Certification,3,2102,3.1,2024-10-25
IND2035073,Compliance Engineer,HAL,PSU/Govt,HealthTech,Chandigarh,Tier 2,Senior (6-10 yrs),Full-Time,Remote,51.9,"Python (basic), PCI-DSS, Vendor Risk Management, Audit Management",MBA,1,135,4.3,2025-01-18
IND2035074,Compliance Engineer,PhonePe,Indian Unicorn,Government/PSU,Bangalore,Tier 1,Senior (6-10 yrs),Full-Time,Remote,54.8,"Stakeholder Communication, GDPR, RBI Guidelines (India), SOC 2, ISO 27001, Risk Assessment",MBA,8,1445,3.5,2026-01-29
IND2035075,Compliance Engineer,TCS,MNC,HealthTech,Kolkata,Tier 2,Lead (10+ yrs),Full-Time,Hybrid,78.0,"ISO 27001, Risk Assessment, PCI-DSS, Vendor Risk Management",B.Tech/B.E.,5,69,2.7,2025-07-31
IND2035076,Compliance Engineer,Zomato,Indian Unicorn,HealthTech,Bhubaneswar,Tier 2,Fresher (0-1 yr),Contract,On-Site,7.8,"GDPR, Excel, Audit Management, JIRA",MBA,17,211,3.1,2024-10-15
IND2035077,Compliance Engineer,Recko,Startup,FinTech,Hyderabad,Tier 1,Senior (6-10 yrs),Contract,Remote,66.0,"Vendor Risk Management, Stakeholder Communication, Risk Assessment, RBI Guidelines (India), Python (basic), JIRA",MBA,9,338,3.5,2025-11-18
IND2035078,Compliance Engineer,PhonePe,Indian Unicorn,Government/PSU,Coimbatore,Tier 2,Mid (3-6 yrs),Full-Time,Remote,27.6,"PCI-DSS, JIRA, Audit Management, SOC 2, Risk Assessment, Stakeholder Communication",B.Tech/B.E.,1,1031,3.5,2026-04-03
IND2035079,Compliance Engineer,Setu,Startup,Banking & Finance,Kochi,Tier 2,Senior (6-10 yrs),Contract,Remote,61.2,"Excel, PCI-DSS, Stakeholder Communication, Policy Documentation, Audit Management",MBA,6,218,3.0,2024-11-02
IND2035080,Compliance Engineer,NIC,PSU/Govt,HealthTech,Bhubaneswar,Tier 2,Senior (6-10 yrs),Full-Time,On-Site,55.9,"Vendor Risk Management, Risk Assessment, PCI-DSS, JIRA, Excel, ISO 27001",B.Tech/B.E.,3,932,3.6,2026-02-25
IND2035081,Compliance Engineer,Tech Mahindra,MNC,Banking & Finance,Delhi,Tier 1,Junior (1-3 yrs),Full-Time,Hybrid,17.0,"Security Frameworks, Audit Management, Vendor Risk Management, ISO 27001, Python (basic), SOC 2",B.Com + Certification,14,1945,3.5,2025-04-30
IND2035082,Compliance Engineer,BHEL,PSU/Govt,Banking & Finance,Chandigarh,Tier 2,Mid (3-6 yrs),Full-Time,Hybrid,15.7,"Security Frameworks, JIRA, Policy Documentation, Risk Assessment, RBI Guidelines (India), Excel, Python (basic)",MBA,18,1522,2.6,2025-04-20
IND2035083,Compliance Engineer,Darwinbox,Startup,Government/PSU,Lucknow,Tier 2,Lead (10+ yrs),Full-Time,On-Site,52.6,"ISO 27001, SOC 2, Policy Documentation, JIRA, GDPR, Audit Management",B.Tech/B.E.,16,186,4.0,2026-01-27
IND2035084,Compliance Engineer,Freshworks,Startup,HealthTech,Lucknow,Tier 2,Junior (1-3 yrs),Full-Time,On-Site,8.0,"Excel, RBI Guidelines (India), Python (basic), Security Frameworks",B.Tech/B.E.,4,754,2.8,2025-05-11
IND2035085,Compliance Engineer,BYJU's,Indian Unicorn,HealthTech,Kochi,Tier 2,Fresher (0-1 yr),Full-Time,On-Site,7.9,"GDPR, Security Frameworks, Vendor Risk Management, Audit Management, SOC 2, Stakeholder Communication",MCA,18,2039,3.9,2024-08-03
IND2035086,Compliance Engineer,Google,MNC,FinTech,Remote,Remote,Mid (3-6 yrs),Full-Time,Remote,18.2,"ISO 27001, RBI Guidelines (India), Python (basic), SOC 2, PCI-DSS, Security Frameworks, Stakeholder Communication",MBA,6,529,2.6,2024-09-28
IND2035087,Compliance Engineer,Spinny,Indian Unicorn,HealthTech,Jaipur,Tier 2,Fresher (0-1 yr),Full-Time,Remote,4.9,"RBI Guidelines (India), JIRA, Security Frameworks, Policy Documentation",B.Tech/B.E.,4,151,3.4,2026-01-30
IND2035088,Compliance Engineer,ISRO,PSU/Govt,Government/PSU,Chennai,Tier 1,Senior (6-10 yrs),Full-Time,On-Site,49.7,"JIRA, Stakeholder Communication, Audit Management, Policy Documentation, RBI Guidelines (India), Excel",B.Tech/B.E.,7,1152,3.1,2024-12-27
IND2035089,Compliance Engineer,BSNL,PSU/Govt,HealthTech,Chennai,Tier 1,Lead (10+ yrs),Full-Time,Remote,52.4,"SOC 2, Security Frameworks, GDPR, Vendor Risk Management, Policy Documentation",MCA,4,1539,3.7,2025-09-25
IND2035090,Compliance Engineer,Slice,Indian Unicorn,Government/PSU,Lucknow,Tier 2,Lead (10+ yrs),Full-Time,On-Site,95.9,"GDPR, ISO 27001, Excel, Risk Assessment, Audit Management",MBA,14,2371,3.4,2025-05-23
IND2035091,Compliance Engineer,Cognizant,MNC,Government/PSU,Nagpur,Tier 2,Fresher (0-1 yr),Internship,Hybrid,3.6,"ISO 27001, Audit Management, RBI Guidelines (India), PCI-DSS",MCA,12,146,3.3,2025-04-05
IND2035092,Compliance Engineer,IBM,MNC,Banking & Finance,Jaipur,Tier 2,Senior (6-10 yrs),Full-Time,Remote,49.2,"PCI-DSS, SOC 2, Excel, Security Frameworks",MCA,15,2044,3.6,2026-01-03
IND2035093,Compliance Engineer,Nykaa,Indian Unicorn,Banking & Finance,Chennai,Tier 1,Senior (6-10 yrs),Internship,Hybrid,49.9,"Python (basic), Risk Assessment, SOC 2, ISO 27001, Audit Management, Excel, Security Frameworks",B.Tech/B.E.,10,1619,3.0,2025-01-22
IND2035094,Compliance Engineer,BHEL,PSU/Govt,Banking & Finance,Bhubaneswar,Tier 2,Senior (6-10 yrs),Internship,On-Site,60.2,"Excel, Audit Management, Security Frameworks, PCI-DSS, SOC 2, Python (basic)",B.Com + Certification,5,388,3.7,2025-11-07
IND2035095,Compliance Engineer,Razorpay,Indian Unicorn,HealthTech,Hyderabad,Tier 1,Junior (1-3 yrs),Full-Time,Hybrid,7.8,"RBI Guidelines (India), Excel, Security Frameworks, Stakeholder Communication, GDPR, Python (basic)",MBA,14,250,2.5,2025-09-17
IND2035096,Compliance Engineer,Meesho,Indian Unicorn,HealthTech,Hyderabad,Tier 1,Lead (10+ yrs),Contract,On-Site,79.6,"ISO 27001, GDPR, Excel, PCI-DSS, SOC 2, Risk Assessment",MBA,16,961,2.8,2025-08-19
IND2035097,Compliance Engineer,SAP,MNC,Banking & Finance,Chennai,Tier 1,Junior (1-3 yrs),Full-Time,Remote,10.1,"SOC 2, JIRA, Security Frameworks, Vendor Risk Management",B.Tech/B.E.,9,544,2.6,2024-12-27
IND2035098,Compliance Engineer,Zoho,Startup,FinTech,Chandigarh,Tier 2,Junior (1-3 yrs),Full-Time,On-Site,10.7,"GDPR, JIRA, PCI-DSS, Audit Management, SOC 2, Python (basic), Vendor Risk Management",MBA,18,961,2.6,2025-08-26
IND2035099,Compliance Engineer,ONGC,PSU/Govt,FinTech,Indore,Tier 2,Mid (3-6 yrs),Contract,Remote,25.3,"JIRA, ISO 27001, SOC 2, Policy Documentation, RBI Guidelines (India)",MCA,11,1550,2.8,2024-09-19
IND2035100,E-Commerce Manager,Indian Railways IT,PSU/Govt,E-Commerce,Nagpur,Tier 2,Junior (1-3 yrs),Contract,On-Site,9.9,"CRM, Excel, SEO/SEM, Google Analytics, Shopify/Magento",BCA,3,121,3.5,2026-01-27
IND2035101,E-Commerce Manager,NIC,PSU/Govt,Logistics,Pune,Tier 1,Junior (1-3 yrs),Contract,On-Site,12.7,"Shopify/Magento, A/B Testing, Customer Journey Analysis, Product Catalog Management, Excel, Google Analytics",MBA,6,75,3.4,2026-04-22
IND2035102,E-Commerce Manager,Browserstack,Startup,E-Commerce,Kolkata,Tier 2,Lead (10+ yrs),Full-Time,Remote,46.6,"Inventory Management, Email Marketing, A/B Testing, CRM, SEO/SEM",B.Com + Certification,1,2133,3.3,2025-08-24
IND2035103,E-Commerce Manager,Postman,Startup,Retail,Remote,Remote,Junior (1-3 yrs),Full-Time,On-Site,10.8,"A/B Testing, CRM, SQL, Customer Journey Analysis, SEO/SEM",B.Tech/B.E.,12,865,3.1,2026-03-16
IND2035104,E-Commerce Manager,Adobe,MNC,Retail,Chandigarh,Tier 2,Fresher (0-1 yr),Full-Time,Hybrid,3.4,"Inventory Management, Pricing Strategy, Product Catalog Management, CRM, Customer Journey Analysis, Marketplace APIs (Amazon/Flipkart)",B.Com + Certification,12,810,2.9,2024-06-19
IND2035105,E-Commerce Manager,Freshworks,Startup,E-Commerce,Delhi,Tier 1,Junior (1-3 yrs),Full-Time,On-Site,11.6,"Inventory Management, CRM, Email Marketing, Customer Journey Analysis, Pricing Strategy",MBA,9,42,4.1,2025-06-12
IND2035106,E-Commerce Manager,HAL,PSU/Govt,Logistics,Bangalore,Tier 1,Mid (3-6 yrs),Internship,Remote,27.5,"Shopify/Magento, A/B Testing, Excel, Customer Journey Analysis, Marketplace APIs (Amazon/Flipkart), Email Marketing",BCA,3,789,4.1,2025-04-29
IND2035107,E-Commerce Manager,DRDO,PSU/Govt,Retail,Bhubaneswar,Tier 2,Lead (10+ yrs),Part-Time,Remote,55.5,"Pricing Strategy, Product Catalog Management, Excel, Marketplace APIs (Amazon/Flipkart), Customer Journey Analysis, CRM, SEO/SEM",B.Tech/B.E.,10,1705,3.6,2025-12-28
IND2035108,E-Commerce Manager,Spinny,Indian Unicorn,E-Commerce,Kolkata,Tier 2,Lead (10+ yrs),Contract,Remote,54.1,"Pricing Strategy, Customer Journey Analysis, Google Analytics, SEO/SEM, Product Catalog Management, SQL, CRM",B.Tech/B.E.,14,163,3.7,2025-09-25
IND2035109,E-Commerce Manager,BSNL,PSU/Govt,E-Commerce,Bhubaneswar,Tier 2,Fresher (0-1 yr),Contract,Hybrid,6.6,"Google Analytics, Customer Journey Analysis, Product Catalog Management, Marketplace APIs (Amazon/Flipkart), A/B Testing, SEO/SEM, Email Marketing",B.Com + Certification,4,937,4.2,2024-09-22
IND2035110,E-Commerce Manager,Cognizant,MNC,Retail,Lucknow,Tier 2,Junior (1-3 yrs),Full-Time,On-Site,11.6,"Pricing Strategy, Excel, Email Marketing, Product Catalog Management, A/B Testing",B.Tech/B.E.,10,1736,2.9,2025-05-17
IND2035111,E-Commerce Manager,Freshworks,Startup,E-Commerce,Bangalore,Tier 1,Junior (1-3 yrs),Full-Time,Remote,5.5,"Shopify/Magento, Marketplace APIs (Amazon/Flipkart), Customer Journey Analysis, Inventory Management, Pricing Strategy",B.Com + Certification,2,253,4.3,2025-05-11
IND2035112,E-Commerce Manager,Wipro,MNC,Logistics,Jaipur,Tier 2,Mid (3-6 yrs),Full-Time,On-Site,13.7,"Product Catalog Management, Email Marketing, CRM, A/B Testing, Pricing Strategy, Customer Journey Analysis, SEO/SEM",BCA,17,1196,4.3,2025-08-15
IND2035113,E-Commerce Manager,Indian Railways IT,PSU/Govt,E-Commerce,Jaipur,Tier 2,Senior (6-10 yrs),Full-Time,On-Site,55.0,"Pricing Strategy, SEO/SEM, SQL, CRM, Shopify/Magento, Email Marketing",BCA,16,100,3.5,2025-02-12
IND2035114,E-Commerce Manager,BHEL,PSU/Govt,Retail,Bangalore,Tier 1,Senior (6-10 yrs),Full-Time,Hybrid,29.2,"Product Catalog Management, Excel, SQL, Inventory Management, Customer Journey Analysis, Marketplace APIs (Amazon/Flipkart)",BCA,3,1926,3.8,2025-10-01
IND2035115,E-Commerce Manager,ONGC,PSU/Govt,Logistics,Kolkata,Tier 2,Lead (10+ yrs),Internship,Hybrid,78.7,"CRM, SEO/SEM, Shopify/Magento, Customer Journey Analysis, Inventory Management, Pricing Strategy",B.Tech/B.E.,17,1184,4.1,2025-03-18
